Feb 11, 2018 	3173 	3180 	3063 	3130 	0 	+0.00(+0.00%)
Feb 10, 2018 	3173 	3180 	3063 	3130 	0 	+0.00(+0.00%)
Feb 09, 2018 	3173 	3180 	3063 	3130 	0 	-132.20(-4.05%)
Feb 08, 2018 	3281 	3307 	3226 	3262 	0 	-47.21(-1.43%)
Feb 07, 2018 	3413 	3426 	3304 	3309 	0 	-61.39(-1.82%)
Feb 06, 2018 	3418 	3440 	3364 	3371 	0 	-116.85(-3.35%)
Feb 05, 2018 	3412 	3488 	3406 	3488 	0 	+25.42(+0.73%)
Feb 04, 2018 	3419 	3463 	3389 	3462 	0 	+0.00(+0.00%)
Feb 03, 2018 	3419 	3463 	3389 	3462 	0 	+0.00(+0.00%)
Feb 02, 2018 	3419 	3463 	3389 	3462 	0 	+15.10(+0.44%)
Feb 01, 2018 	3479 	3495 	3424 	3447 	0 	-33.85(-0.97%)
Jan 31, 2018 	3471 	3495 	3455 	3481 	0 	-7.18(-0.21%)
Jan 30, 2018 	3512 	3523 	3485 	3488 	0 	-34.99(-0.99%)
Jan 29, 2018 	3564 	3587 	3510 	3523 	0 	-35.13(-0.99%)
Jan 28, 2018 	3535 	3575 	3534 	3558 	0 	+0.00(+0.00%)
Jan 27, 2018 	3535 	3575 	3534 	3558 	0 	+0.00(+0.00%)
Jan 26, 2018 	3535 	3575 	3534 	3558 	0 	+9.82(+0.28%)
Jan 25, 2018 	3555 	3571 	3528 	3548 	0 	-11.16(-0.31%)
Jan 24, 2018 	3553 	3569 	3527 	3559 	0 	+12.97(+0.37%)
Jan 23, 2018 	3504 	3547 	3504 	3546 	0 	+45.14(+1.29%)
Jan 22, 2018 	3477 	3503 	3476 	3501 	0 	+13.50(+0.39%)
Jan 21, 2018 	3482 	3498 	3474 	3488 	0 	+0.00(+0.00%)
Jan 20, 2018 	3482 	3498 	3474 	3488 	0 	+0.00(+0.00%)
Jan 19, 2018 	3482 	3498 	3474 	3488 	0 	+13.11(+0.38%)
Jan 18, 2018 	3450 	3477 	3449 	3475 	0 	+30.08(+0.87%)
Jan 17, 2018 	3439 	3465 	3431 	3445 	0 	+8.08(+0.24%)
Jan 16, 2018 	3403 	3438 	3402 	3437 	0 	+26.10(+0.77%)
Jan 15, 2018 	3429 	3442 	3402 	3410 	0 	-18.45(-0.54%)
Jan 14, 2018 	3424 	3435 	3418 	3429 	0 	+0.00(+0.00%)
Jan 13, 2018 	3424 	3435 	3418 	3429 	0 	+0.00(+0.00%)
Jan 12, 2018 	3424 	3435 	3418 	3429 	0 	+3.60(+0.11%)
Jan 11, 2018 	3416 	3426 	3406 	3425 	0 	+3.51(+0.10%)
Jan 10, 2018 	3414 	3430 	3399 	3422 	0 	+7.93(+0.23%)
Jan 09, 2018 	3406 	3417 	3404 	3414 	0 	+4.42(+0.13%)
Jan 08, 2018 	3392 	3413 	3385 	3409 	0 	+17.73(+0.52%)
Jan 07, 2018 	3386 	3402 	3380 	3392 	0 	+0.00(+0.00%)
Jan 06, 2018 	3386 	3402 	3380 	3392 	0 	+0.00(+0.00%)
Jan 05, 2018 	3386 	3402 	3380 	3392 	0 	+6.04(+0.18%)
Jan 04, 2018 	3371 	3393 	3365 	3386 	0 	+16.60(+0.49%)
Jan 03, 2018 	3348 	3380 	3345 	3369 	0 	+20.78(+0.62%)
Jan 02, 2018 	3314 	3349 	3314 	3348 	0 	+41.16(+1.24%)
Jan 01, 2018 	3295 	3308 	3293 	3307 	0 	+0.00(+0.00%)
Dec 31, 2017 	3295 	3308 	3293 	3307 	0 	+0.00(+0.00%)
Dec 30, 2017 	3295 	3308 	3293 	3307 	0 	+0.00(+0.00%)
Dec 29, 2017 	3295 	3308 	3293 	3307 	0 	+10.79(+0.33%)
Dec 28, 2017 	3272 	3304 	3264 	3296 	0 	+20.60(+0.63%)
Dec 27, 2017 	3302 	3307 	3270 	3276 	0 	-30.34(-0.92%)
Dec 26, 2017 	3278 	3307 	3274 	3306 	0 	+25.66(+0.78%)
Dec 25, 2017 	3296 	3312 	3270 	3280 	0 	-16.60(-0.50%)
Dec 24, 2017 	3298 	3307 	3293 	3297 	0 	+0.00(+0.00%)
Dec 23, 2017 	3298 	3307 	3293 	3297 	0 	+0.00(+0.00%)
Dec 22, 2017 	3298 	3307 	3293 	3297 	0 	-3.00(-0.09%)
Dec 21, 2017 	3281 	3309 	3267 	3300 	0 	+12.45(+0.38%)
Dec 20, 2017 	3297 	3300 	3276 	3288 	0 	-8.93(-0.27%)
Dec 19, 2017 	3266 	3297 	3266 	3297 	0 	+28.62(+0.88%)
Dec 18, 2017 	3268 	3281 	3254 	3268 	0 	+1.78(+0.05%)
Dec 17, 2017 	3288 	3288 	3259 	3266 	0 	+0.00(+0.00%)
