Feb 10, 2018 	29679 	29679 	29129 	29507 	0 	+0.00(+0.00%)
Feb 09, 2018 	29679 	29679 	29129 	29507 	0 	-943.85(-3.10%)
Feb 08, 2018 	30556 	30739 	30251 	30451 	0 	+128.07(+0.42%)
Feb 07, 2018 	31378 	31472 	30292 	30323 	0 	-272.22(-0.89%)
Feb 06, 2018 	31029 	31286 	30578 	30595 	0 	-1649.80(-5.12%)
Feb 05, 2018 	31716 	32395 	31712 	32245 	0 	-356.56(-1.09%)
Feb 04, 2018 	32569 	32779 	32321 	32602 	0 	+0.00(+0.00%)
Feb 03, 2018 	32569 	32779 	32321 	32602 	0 	+0.00(+0.00%)
Feb 02, 2018 	32569 	32779 	32321 	32602 	0 	-40.31(-0.12%)
Feb 01, 2018 	32950 	33048 	32642 	32642 	0 	-245.18(-0.75%)
Jan 31, 2018 	32436 	32934 	32330 	32887 	0 	+279.98(+0.86%)
Jan 30, 2018 	32752 	32977 	32501 	32607 	0 	-359.60(-1.09%)
Jan 29, 2018 	33335 	33484 	32897 	32967 	0 	-187.23(-0.56%)
Jan 28, 2018 	32836 	33224 	32794 	33154 	0 	+0.00(+0.00%)
Jan 27, 2018 	32836 	33224 	32794 	33154 	0 	+0.00(+0.00%)
Jan 26, 2018 	32836 	33224 	32794 	33154 	0 	+499.67(+1.53%)
Jan 25, 2018 	32979 	32998 	32650 	32654 	0 	-304.24(-0.92%)
Jan 24, 2018 	32907 	33019 	32729 	32959 	0 	+27.99(+0.09%)
Jan 23, 2018 	32606 	32931 	32554 	32931 	0 	+537.29(+1.66%)
Jan 22, 2018 	32277 	32417 	32047 	32393 	0 	+138.52(+0.43%)
Jan 21, 2018 	32142 	32255 	31986 	32255 	0 	+0.00(+0.00%)
Jan 20, 2018 	32142 	32255 	31986 	32255 	0 	+0.00(+0.00%)
Jan 19, 2018 	32142 	32255 	31986 	32255 	0 	+132.95(+0.41%)
Jan 18, 2018 	32148 	32234 	31870 	32122 	0 	+138.53(+0.43%)
Jan 17, 2018 	31826 	31983 	31642 	31983 	0 	+78.66(+0.25%)
Jan 16, 2018 	31424 	31905 	31424 	31905 	0 	+565.88(+1.81%)
Jan 15, 2018 	31703 	31733 	31265 	31339 	0 	-73.67(-0.23%)
Jan 14, 2018 	31298 	31413 	31198 	31413 	0 	+0.00(+0.00%)
Jan 13, 2018 	31298 	31413 	31198 	31413 	0 	+0.00(+0.00%)
Jan 12, 2018 	31298 	31413 	31198 	31413 	0 	+292.15(+0.94%)
Jan 11, 2018 	31066 	31133 	30950 	31120 	0 	+46.67(+0.15%)
Jan 10, 2018 	31009 	31268 	30929 	31074 	0 	+62.31(+0.20%)
Jan 09, 2018 	30934 	31057 	30852 	31011 	0 	+111.88(+0.36%)
Jan 08, 2018 	30895 	30929 	30733 	30900 	0 	+84.89(+0.28%)
Jan 07, 2018 	30894 	30911 	30639 	30815 	0 	+0.00(+0.00%)
Jan 06, 2018 	30894 	30911 	30639 	30815 	0 	+0.00(+0.00%)
Jan 05, 2018 	30894 	30911 	30639 	30815 	0 	+78.16(+0.25%)
Jan 04, 2018 	30692 	30797 	30560 	30736 	0 	+175.53(+0.57%)
Jan 03, 2018 	30659 	30724 	30457 	30561 	0 	+45.64(+0.15%)
Jan 02, 2018 	30028 	30515 	30028 	30515 	0 	+596.16(+1.99%)
Jan 01, 2018 	29914 	29998 	29849 	29919 	0 	+0.00(+0.00%)
Dec 31, 2017 	29914 	29998 	29849 	29919 	0 	+0.00(+0.00%)
Dec 30, 2017 	29914 	29998 	29849 	29919 	0 	+0.00(+0.00%)
Dec 29, 2017 	29914 	29998 	29849 	29919 	0 	+55.44(+0.19%)
Dec 28, 2017 	29685 	29873 	29661 	29864 	0 	+266.05(+0.90%)
Dec 27, 2017 	29633 	29694 	29517 	29598 	0 	+19.65(+0.07%)
Dec 26, 2017 	29505 	29578 	29414 	29578 	0 	+0.00(+0.00%)
Dec 25, 2017 	29505 	29578 	29414 	29578 	0 	+0.00(+0.00%)
Dec 24, 2017 	29505 	29578 	29414 	29578 	0 	+0.00(+0.00%)
Dec 23, 2017 	29505 	29578 	29414 	29578 	0 	+0.00(+0.00%)
Dec 22, 2017 	29505 	29578 	29414 	29578 	0 	+210.95(+0.72%)
Dec 21, 2017 	29210 	29432 	29145 	29367 	0 	+132.97(+0.45%)
Dec 20, 2017 	29199 	29327 	29159 	29234 	0 	-19.57(-0.07%)
Dec 19, 2017 	29194 	29339 	29144 	29254 	0 	+203.25(+0.70%)
Dec 18, 2017 	28924 	29143 	28821 	29050 	0 	+202.30(+0.70%)
Dec 17, 2017 	29000 	29018 	28739 	28848 	0 	+0.00(+0.00%)
Dec 16, 2017 	29000 	29018 	28739 	28848 	0 	+0.00(+0.00%)
Dec 15, 2017 	29000 	29018 	28739 	28848 	0 	-318.27(-1.09%)
Dec 14, 2017 	29336 	29368 	29048 	29166 	0 	-55.72(-0.19%)
Dec 13, 2017 	28857 	29277 	28708 	29222 	0 	+428.22(+1.49%)
Dec 12, 2017 	28973 	29067 	28746 	28794 	0 	-171.41(-0.59%)
Dec 11, 2017 	28645 	28999 	28645 	28965 	0 	+325.44(+1.14%)
Dec 10, 2017 	28400 	28706 	28344 	28640 	0 	+0.00(+0.00%)
Dec 09, 2017 	28400 	28706 	28344 	28640 	0 	+0.00(+0.00%)
Dec 08, 2017 	28400 	28706 	28344 	28640 	0 	+336.66(+1.19%)
Dec 07, 2017 	28366 	28478 	28135 	28303 	0 	+78.39(+0.28%)
Dec 06, 2017 	28850 	28929 	28205 	28225 	0 	-618.00(-2.14%)
Dec 05, 2017 	28899 	29124 	28838 	28843 	0 	-295.48(-1.01%)
Dec 04, 2017 	28951 	29344 	28803 	29138 	0 	+64.04(+0.22%)
Dec 03, 2017 	29261 	29346 	29029 	29074 	0 	+0.00(+0.00%)
Dec 02, 2017 	29261 	29346 	29029 	29074 	0 	+0.00(+0.00%)
Dec 01, 2017 	29261 	29346 	29029 	29074 	0 	-103.11(-0.35%)
Nov 30, 2017 	29340 	29354 	29127 	29177 	0 	-446.48(-1.51%)
Nov 29, 2017 	29814 	29831 	29563 	29624 	0 	-57.02(-0.19%)
Nov 28, 2017 	29609 	29687 	29335 	29681 	0 	-5.34(-0.02%)
Nov 27, 2017 	29858 	29859 	29611 	29686 	0 	-180.13(-0.60%)
Nov 26, 2017 	29788 	29919 	29697 	29866 	0 	+0.00(+0.00%)
Nov 25, 2017 	29788 	29919 	29697 	29866 	0 	+0.00(+0.00%)
Nov 24, 2017 	29788 	29919 	29697 	29866 	0 	+158.38(+0.53%)
Nov 23, 2017 	30033 	30170 	29594 	29708 	0 	-295.55(-0.99%)
Nov 22, 2017 	30087 	30200 	29911 	30003 	0 	+185.42(+0.62%)
Nov 21, 2017 	29370 	29818 	29343 	29818 	0 	+557.76(+1.91%)
Nov 20, 2017 	29227 	29300 	29090 	29260 	0 	+61.27(+0.21%)
Nov 19, 2017 	29214 	29342 	29158 	29199 	0 	+0.00(+0.00%)
Nov 18, 2017 	29214 	29342 	29158 	29199 	0 	+0.00(+0.00%)
Nov 17, 2017 	29214 	29342 	29158 	29199 	0 	+180.28(+0.62%)
Nov 16, 2017 	28964 	29095 	28878 	29019 	0 	+167.07(+0.58%)
Nov 15, 2017 	29026 	29106 	28852 	28852 	0 	-300.43(-1.03%)
Nov 14, 2017 	29272 	29320 	29144 	29152 	0 	-30.06(-0.10%)
Nov 13, 2017 	29058 	29258 	29058 	29182 	0 	+61.26(+0.21%)
Nov 12, 2017 	29060 	29238 	29036 	29121 	0 	+0.00(+0.00%)
Nov 11, 2017 	29060 	29238 	29036 	29121 	0 	+0.00(+0.00%)
Nov 10, 2017 	29060 	29238 	29036 	29121 	0 	-15.65(-0.05%)
